id,time,vol,ph,solids,hardness,oil,bod
ULB30B,1514658595419,595743.0,6.0,71.0,13.0,7.0,7.0
ULB30B,1514662196148,595794.0,6.3,68.6,11.2,10.7,11.6
ULB30B,1514665803488,595770.0,5.9,64.6,8.5,9.3,9.5
ULB30B,1514669400968,595839.0,6.3,67.9,6.6,10.8,4.7
ULB30B,1514672997483,595900.0,6.7,66.4,6.4,14.0,4.0
ULB30B,1514676601722,595932.0,6.9,68.1,11.1,14.0,4.0
ULB30B,1514680204486,595986.0,7.1,70.8,13.2,14.0,4.0
ULB30B,1514683800964,596024.0,6.8,69.5,13.5,14.0,4.0
ULB30B,1514687397535,595969.0,6.6,65.6,13.7,14.0,4.0
ULB30B,1514691004554,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514694601194,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514698201436,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514701801309,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514705397401,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514708996345,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514712596830,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514716195620,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514719800910,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514723403893,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514727000346,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514730599401,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514734203681,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514737795122,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514741398722,595900.0,6.1,51.8,4.6,14.0,4.0
ULB30B,1514744996062,595945.0,5.9,49.8,2.4,14.0,4.0
ULB30B,1514748600989,595927.0,5.8,48.7,7.3,10.2,4.0
ULB30B,1514752201748,595967.0,5.8,50.8,11.1,6.2,7.9
ULB30B,1514755798889,596018.0,5.8,49.7,13.0,4.0,6.2
ULB30B,1514759397195,595944.0,5.8,45.7,12.2,4.0,7.1
ULB30B,1514763004143,595947.0,5.8,41.1,10.7,4.0,8.7
ULB30B,1514766599396,595852.0,6.1,44.5,8.9,4.0,11.9
ULB30B,1514770202326,595805.0,6.1,42.2,6.6,7.4,8.5
ULB30B,1514773797303,595772.0,6.6,41.5,10.0,9.0,6.5
ULB30B,1514777400839,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514781002714,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514784600751,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514788200029,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514791800548,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514795396882,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514799000383,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514802600185,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514806198026,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514809804697,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514813401315,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514816999818,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514820598701,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514824197902,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514827796262,595866.0,7.2,41.2,4.1,11.0,8.7
ULB30B,1514831402879,595904.0,7.1,45.8,2.4,11.7,5.2
ULB30B,1514835004180,595823.0,6.9,46.0,4.5,11.5,8.2
ULB30B,1514838596595,595909.0,7.0,45.1,4.0,13.2,7.0
ULB30B,1514842204762,595918.0,7.4,46.8,8.7,14.0,9.1
ULB30B,1514845796251,595930.0,7.0,50.3,6.1,14.0,13.7
ULB30B,1514849395944,596001.0,7.4,47.8,10.3,13.5,12.1
ULB30B,1514852995499,596036.0,7.7,49.7,5.6,12.6,7.4
ULB30B,1514856599104,596037.0,7.7,46.3,9.2,14.0,11.4
ULB30B,1514860200867,596001.0,7.8,47.2,8.3,10.8,15.0
ULB30B,1514863796260,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514867396252,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514870999708,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514874603133,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514878199365,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514881798636,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514885402868,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514888999553,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514892598393,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514896195076,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514899796400,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514903398025,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514907004049,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514910595330,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514914203544,596040.0,6.1,48.4,2.0,9.6,12.9
ULB30B,1514917797025,595943.0,5.9,45.1,2.0,10.4,15.0
ULB30B,1514921399888,595929.0,5.8,41.3,3.7,12.1,15.0
ULB30B,1514924997440,596021.0,5.8,46.2,6.6,14.0,15.0
ULB30B,1514928600762,596083.0,5.8,44.5,10.0,14.0,15.0
ULB30B,1514932202105,596162.0,5.9,45.8,14.6,13.1,15.0
ULB30B,1514935795835,596128.0,5.8,42.2,18.6,8.1,15.0
ULB30B,1514939399408,596032.0,5.8,45.9,22.2,4.5,13.1
ULB30B,1514942999491,595999.0,5.9,46.6,23.6,4.0,11.4
ULB30B,1514946600160,596090.0,5.9,49.4,21.5,4.0,15.0
ULB30B,1514950195817,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514953804786,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514957395827,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514961003192,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514964597011,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514968203449,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514971801004,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514975398679,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514978996626,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514982597771,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514986204545,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514989796753,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514993399461,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1514997004927,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515000601416,595922.0,6.7,47.7,22.7,11.0,13.6
ULB30B,1515004197840,595995.0,7.2,52.5,21.8,14.0,8.6
ULB30B,1515007803242,596033.0,7.0,48.3,18.7,14.0,13.2
ULB30B,1515011401871,595947.0,7.0,50.7,23.3,14.0,8.3
ULB30B,1515014995657,595857.0,7.3,48.8,27.4,12.0,7.4
ULB30B,1515018595342,595780.0,7.2,46.5,25.3,8.3,10.7
ULB30B,1515022197185,595682.0,7.2,47.8,26.0,11.9,12.1
ULB30B,1515025801029,595700.0,7.2,47.3,27.6,11.4,12.6
ULB30B,1515029401199,595788.0,7.0,51.3,29.2,8.5,13.3
ULB30B,1515032999608,595859.0,7.0,56.3,30.3,12.8,15.0
ULB30B,1515036599614,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515040199936,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515043800227,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515047395690,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515051002869,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515054596382,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515058202822,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515061801255,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515065402606,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515068997888,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515072603254,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515076197599,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515079804960,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515083404635,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515087003445,595696.0,8.6,58.5,54.8,4.6,8.1
ULB30B,1515090598632,595754.0,8.6,55.1,57.9,8.5,8.8
ULB30B,1515094195959,595740.0,8.8,52.0,58.8,11.2,8.9
ULB30B,1515097796179,595656.0,8.8,55.4,56.6,14.0,4.8
ULB30B,1515101396022,595637.0,8.8,55.9,54.3,11.7,4.0
ULB30B,1515104997448,595716.0,8.9,55.6,49.8,12.7,4.2
ULB30B,1515108599744,595702.0,8.7,54.7,50.3,14.0,4.0
ULB30B,1515112202671,595779.0,8.5,50.8,51.0,14.0,4.0
ULB30B,1515115801121,595814.0,8.3,55.4,56.0,9.4,4.0
ULB30B,1515119395558,595817.0,8.2,57.0,58.1,5.3,7.2
ULB30B,1515123000890,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515126596762,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515130199228,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515133803230,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515137398708,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515140996557,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515144599074,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515148197692,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515151798083,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515155397464,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515159000686,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515162599406,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515166197514,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515169804424,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515173395549,595689.0,5.8,59.9,80.4,7.3,11.0
ULB30B,1515176997572,595772.0,5.8,57.7,80.1,10.2,8.4
ULB30B,1515180602081,595772.0,6.2,60.6,77.1,14.0,9.0
ULB30B,1515184204255,595830.0,6.6,61.2,72.6,14.0,4.7
ULB30B,1515187797473,595826.0,6.2,61.0,77.1,12.4,4.4
ULB30B,1515191398416,595779.0,6.3,61.1,73.2,12.6,8.7
ULB30B,1515194999377,595853.0,6.5,59.2,68.4,10.4,4.2
ULB30B,1515198596145,595812.0,7.0,62.7,71.6,7.5,4.0
ULB30B,1515202201722,595736.0,6.5,59.8,74.5,9.4,5.5
ULB30B,1515205801256,595683.0,6.6,61.5,74.7,12.4,4.0
ULB30B,1515209401700,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515212997954,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515216599357,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515220197216,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515223800311,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515227399787,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515230997375,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515234596706,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515238199401,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515241800276,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515245402200,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515249001016,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515252595323,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515256196393,0.0,0.0,0.0,0.0,0.0,0.0
ULB30B,1515259795554,595507.0,7.5,47.7,75.5,14.0,6.4
ULB30B,1515263395231,595410.0,7.6,46.0,75.9,14.0,8.1
