id,time,vol
ULB9A,1514658604702,102760.0
ULB9A,1514662201535,102836.0
ULB9A,1514665802607,102827.0
ULB9A,1514669400796,102798.0
ULB9A,1514673001006,102848.0
ULB9A,1514676598345,102751.0
ULB9A,1514680200600,102851.0
ULB9A,1514683803740,102763.0
ULB9A,1514687403928,102692.0
ULB9A,1514690997598,102683.0
ULB9A,1514694603574,102653.0
ULB9A,1514698202915,102723.0
ULB9A,1514701799827,102709.0
ULB9A,1514705404535,102609.0
ULB9A,1514708995666,102653.0
ULB9A,1514712598401,102601.0
ULB9A,1514716200373,102520.0
ULB9A,1514719799671,102493.0
ULB9A,1514723400561,102533.0
ULB9A,1514727002797,102622.0
ULB9A,1514730601584,102590.0
ULB9A,1514734198955,102523.0
ULB9A,1514759398756,102416.0
ULB9A,1514763004475,102321.0
ULB9A,1514766599069,102323.0
ULB9A,1514809795155,102449.0
ULB9A,1514813396649,102362.0
ULB9A,1515079795825,102354.0
ULB9A,1515083402170,102379.0
ULB9A,1515086997282,102462.0
ULB9A,1515090595607,102512.0
ULB9A,1515094195463,102477.0
ULB9A,1515097795560,102450.0
ULB9A,1515101395716,102538.0
ULB9A,1515105004187,102461.0
ULB9A,1515169797979,102416.0
ULB9A,1515173396866,102347.0
ULB9A,1515176997729,102310.0
ULB9A,1515180600670,102289.0
ULB9A,1515184202176,102262.0
ULB9A,1515187796048,102336.0
ULB9A,1515191401947,102419.0
ULB9A,1515195001493,102345.0
ULB9A,1515198604601,102283.0
ULB9A,1515202197937,102326.0
ULB9A,1515205802683,102286.0
ULB9A,1515209399579,102223.0
ULB9A,1515213000684,102211.0
ULB9A,1515216598914,102263.0
ULB9A,1515220196181,102358.0
ULB9A,1515223802464,102341.0
ULB9A,1515227400493,102404.0
ULB9A,1515231001497,102463.0
ULB9A,1515234604585,102385.0
ULB9A,1515238201920,102359.0
ULB9A,1515241795686,102311.0
ULB9A,1515245402647,102400.0
ULB9A,1515248995632,102371.0
ULB9A,1515252603874,102345.0
ULB9A,1515256200510,102267.0
ULB9A,1515259797335,102166.0
ULB9A,1515310204960,102254.0
ULB9A,1515313797596,102347.0
ULB9A,1515317395960,102369.0
ULB9A,1515321003684,102433.0
ULB9A,1515324595833,102420.0
ULB9A,1515328195032,102444.0
ULB9A,1515331796748,102485.0
ULB9A,1515335399114,102468.0
