id,time,vol
ULB32A,1514658598800,2051662.0
ULB32A,1514662201035,2051755.0
ULB32A,1514665800107,2051834.0
ULB32A,1514669402311,2051927.0
ULB32A,1514672997607,2051945.0
ULB32A,1514676603735,2052029.0
ULB32A,1514680202306,2051931.0
ULB32A,1514683804300,2052021.0
ULB32A,1514687396167,2051946.0
ULB32A,1514691004145,2052035.0
ULB32A,1514694596973,2051952.0
ULB32A,1514698198275,2051889.0
ULB32A,1514701801797,2051897.0
ULB32A,1514705402494,2051939.0
ULB32A,1514708996256,2051850.0
ULB32A,1514712600322,2051906.0
ULB32A,1514716199163,2051877.0
ULB32A,1514719802529,2051951.0
ULB32A,1514723399608,2051998.0
ULB32A,1514727002950,2051974.0
ULB32A,1514730601194,2052029.0
ULB32A,1514734200643,2052121.0
ULB32A,1514737803693,2052073.0
ULB32A,1514741402007,2052124.0
ULB32A,1514744998960,2052054.0
ULB32A,1514748600347,2052068.0
ULB32A,1514752199056,2052108.0
ULB32A,1514755796183,2052196.0
ULB32A,1514759402627,2052230.0
ULB32A,1514763001734,2052261.0
ULB32A,1514766596557,2052275.0
ULB32A,1514770198787,2052191.0
ULB32A,1514773795491,2052235.0
ULB32A,1514777401855,2052154.0
ULB32A,1514780999082,2052086.0
ULB32A,1514784595793,2052076.0
ULB32A,1514788201835,2051980.0
ULB32A,1514791800792,2051985.0
ULB32A,1514795397990,2051922.0
ULB32A,1514799003968,2051834.0
ULB32A,1514802595632,2051872.0
ULB32A,1514806204975,2051808.0
ULB32A,1514809803626,2051796.0
ULB32A,1514813400026,2051707.0
ULB32A,1514816995072,2051610.0
ULB32A,1514820600425,2051590.0
ULB32A,1514824199083,2051611.0
ULB32A,1514827798789,2051597.0
ULB32A,1514831395844,2051640.0
ULB32A,1514834999370,2051730.0
ULB32A,1514838600950,2051707.0
ULB32A,1514842203949,2051648.0
ULB32A,1514845796750,2051700.0
ULB32A,1514849401915,2051783.0
ULB32A,1514852998466,2051709.0
ULB32A,1514856602459,2051754.0
ULB32A,1514860203964,2051743.0
ULB32A,1514863798865,2051743.0
ULB32A,1514867402625,2051721.0
ULB32A,1514870998960,2051735.0
ULB32A,1514874598738,2051666.0
ULB32A,1514878203484,2051604.0
ULB32A,1514881800846,2051539.0
ULB32A,1514885395034,2051535.0
ULB32A,1514888995603,2051584.0
ULB32A,1514892596741,2051538.0
ULB32A,1514896200655,2051495.0
ULB32A,1514899801630,2051397.0
ULB32A,1514903396056,2051490.0
ULB32A,1514906999870,2051522.0
ULB32A,1514910600484,2051553.0
ULB32A,1514914203515,2051521.0
ULB32A,1514917802854,2051422.0
ULB32A,1514921399766,2051380.0
ULB32A,1514924997863,2051414.0
ULB32A,1514928596525,2051507.0
ULB32A,1514932196524,2051600.0
ULB32A,1514935798034,2051522.0
ULB32A,1514939398746,2051462.0
ULB32A,1514942998919,2051447.0
ULB32A,1514946603522,2051536.0
ULB32A,1514950197684,2051588.0
ULB32A,1514953803243,2051591.0
ULB32A,1514957402808,2051570.0
ULB32A,1514960999867,2051649.0
ULB32A,1514964596024,2051691.0
ULB32A,1514968204210,2051628.0
ULB32A,1514971803814,2051627.0
ULB32A,1514975399332,2051561.0
ULB32A,1514979003393,2051574.0
ULB32A,1514982595488,2051489.0
ULB32A,1514986203925,2051475.0
