id,time,vol
ULB83A,1514658600965,476646.0
ULB83A,1514662196573,476719.0
ULB83A,1514665799688,476782.0
ULB83A,1514669402825,476685.0
ULB83A,1514673002228,476690.0
ULB83A,1514676597072,476702.0
ULB83A,1514680195923,476677.0
ULB83A,1514683803866,476755.0
ULB83A,1514687404493,476750.0
ULB83A,1514691002855,476800.0
ULB83A,1514694595724,476824.0
ULB83A,1514698196303,476734.0
ULB83A,1514701795174,476759.0
ULB83A,1514705402824,476677.0
ULB83A,1514709003347,476590.0
ULB83A,1514712596100,476657.0
ULB83A,1514716198477,476609.0
ULB83A,1514719796277,476699.0
ULB83A,1514723396865,476785.0
ULB83A,1514727004830,476689.0
ULB83A,1514730600006,476743.0
ULB83A,1514734200487,476782.0
ULB83A,1514737799529,476704.0
ULB83A,1514741398252,476755.0
ULB83A,1514745002130,476747.0
ULB83A,1514748601011,476762.0
ULB83A,1514752195944,476816.0
ULB83A,1514755802473,476788.0
ULB83A,1514759400828,476800.0
ULB83A,1514762998056,476868.0
ULB83A,1514766596404,476862.0
ULB83A,1514770197399,476859.0
ULB83A,1514773800087,476928.0
ULB83A,1514777396414,476982.0
ULB83A,1514781003183,476904.0
ULB83A,1514784604757,476884.0
ULB83A,1514788204881,476871.0
ULB83A,1514791803688,476885.0
ULB83A,1514795402005,476866.0
ULB83A,1514798995801,476791.0
ULB83A,1514802597538,476804.0
ULB83A,1514806199122,476889.0
ULB83A,1514809800601,476873.0
ULB83A,1514813397510,476818.0
ULB83A,1514816997260,476896.0
ULB83A,1514820597555,476996.0
ULB83A,1514824202124,477004.0
ULB83A,1514827802327,477089.0
ULB83A,1514831404524,477062.0
ULB83A,1514834995932,477096.0
ULB83A,1514838596038,477069.0
ULB83A,1514842198033,477118.0
ULB83A,1514845799160,477202.0
ULB83A,1514849396087,477110.0
ULB83A,1514852995066,477184.0
ULB83A,1514856595765,477120.0
ULB83A,1514860204063,477111.0
ULB83A,1514863799497,477148.0
ULB83A,1514881800992,476944.0
ULB83A,1514885399991,477021.0
ULB83A,1514888998914,476989.0
ULB83A,1514892598708,476977.0
ULB83A,1514896197289,477071.0
ULB83A,1514899804711,477081.0
ULB83A,1514903395440,477126.0
ULB83A,1514906995321,477058.0
ULB83A,1514910602429,477002.0
ULB83A,1514914205011,477065.0
ULB83A,1514917796862,477013.0
ULB83A,1514921395994,477018.0
ULB83A,1514925004256,476982.0
ULB83A,1514928597147,477069.0
ULB83A,1514932200030,477032.0
ULB83A,1514935804575,477009.0
ULB83A,1514939403186,477023.0
ULB83A,1514943002012,477039.0
ULB83A,1514946598172,477119.0
ULB83A,1514950196040,477046.0
ULB83A,1514953801484,477122.0
ULB83A,1514957398107,477114.0
ULB83A,1514960995837,477064.0
