id,time,vol,ph,solids,hardness,oil,bod
HCP99B,1514658599067,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514662203581,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514665804881,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514669399037,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514673000725,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514676599182,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514680205725,11.0,6.4,8.9,57.2,3.0,2.0
HCP99B,1514683800106,9.0,6.6,5.5,53.9,4.5,2.0
HCP99B,1514687398175,13.0,6.7,4.0,56.9,3.0,2.0
HCP99B,1514690996801,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514694596214,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514698205077,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514701797547,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514705402531,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514709004384,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514712596863,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514716197002,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514719796970,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514723404651,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514726996243,9.0,6.4,7.7,49.2,8.0,2.0
HCP99B,1514730598922,13.0,6.7,12.0,44.4,3.5,1.0
HCP99B,1514734200248,9.0,6.4,10.4,45.3,3.0,2.0
HCP99B,1514737798288,13.0,6.0,12.7,47.1,3.0,1.0
HCP99B,1514741403160,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514745004751,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514748596262,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514752197554,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514755798443,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514759401099,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514762998345,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514766602013,9.0,6.0,7.4,48.1,3.0,2.0
HCP99B,1514770196504,13.0,6.1,4.0,46.0,3.0,2.0
HCP99B,1514773799127,13.0,5.8,4.0,42.6,6.3,1.0
HCP99B,1514777398928,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514780999273,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514784604994,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514788200887,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514791799875,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514795400903,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514799002630,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514802603465,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514806202853,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514809797154,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514813396748,9.0,7.0,6.9,34.7,8.0,1.0
HCP99B,1514817005093,13.0,7.0,8.5,35.9,4.1,1.0
HCP99B,1514820605938,9.0,6.6,7.3,33.7,4.9,2.0
HCP99B,1514824203264,13.0,6.3,7.5,37.3,3.0,1.0
HCP99B,1514827799382,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514831400510,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514834999953,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514838601582,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514842200926,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514845803423,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514849397747,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514852996951,13.0,6.2,18.1,37.1,3.0,1.0
HCP99B,1514856602315,9.0,6.1,19.9,41.7,4.0,1.1
HCP99B,1514860198063,13.0,5.8,24.6,40.5,4.8,1.3
HCP99B,1514863799234,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514867402940,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514870997708,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514874601805,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514878205298,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514881796605,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514885398090,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514889000372,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514892600867,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514896203470,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514899801466,13.0,6.1,32.8,28.4,8.0,1.0
HCP99B,1514903396616,9.0,6.1,34.4,30.0,4.2,2.0
HCP99B,1514907001005,9.0,5.9,32.6,33.7,4.4,1.0
HCP99B,1514910603394,9.0,5.8,36.5,35.4,6.2,1.0
HCP99B,1514914199817,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514917805846,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514921398817,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514925001412,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514928601854,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514932202807,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514935803214,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514939401688,9.0,5.8,41.2,50.6,3.4,1.3
HCP99B,1514943002507,9.0,5.8,38.0,46.1,4.3,1.1
HCP99B,1514946596909,9.0,5.8,36.6,43.5,3.0,1.0
HCP99B,1514950205849,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514953796430,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514957400875,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514960996468,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514964602243,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514968203647,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514971799908,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514975399682,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514978997431,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514982599869,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1514986201223,13.0,7.0,52.3,50.3,7.0,2.0
HCP99B,1514989803127,13.0,7.0,55.6,52.8,8.0,1.9
HCP99B,1514993399448,13.0,7.0,56.0,55.0,8.0,2.0
HCP99B,1514996997974,9.0,6.6,57.3,56.7,8.0,1.0
HCP99B,1515000598235,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515004203965,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515007805607,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515011396321,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515015000869,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515018604025,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515022197435,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515025796463,9.0,6.5,55.9,43.2,8.0,1.0
HCP99B,1515029401762,9.0,6.9,55.9,46.8,7.5,1.0
HCP99B,1515032997495,9.0,6.4,53.1,47.8,5.0,1.0
HCP99B,1515036596838,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515040199995,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515043802090,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515047400785,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515050997270,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515054603819,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515058204558,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515061799608,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515065401985,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515069000412,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515072600795,9.0,6.7,62.8,38.8,4.1,2.0
HCP99B,1515076201721,13.0,6.2,60.5,36.7,3.0,2.0
HCP99B,1515079796408,9.0,6.2,60.7,35.9,7.2,1.9
HCP99B,1515083400680,9.0,5.8,57.1,37.9,3.3,2.0
HCP99B,1515087002949,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515090596329,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515094205204,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515097805699,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515101405212,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515105000953,0.0,0.0,0.0,0.0,0.0,0.0
HCP99B,1515108599339,0.0,0.0,0.0,0.0,0.0,0.0
