id,time,vol,ph,solids,hardness,oil,bod
HCP23B,1514658601153,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514662200317,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514665798197,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514669405323,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514673000143,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514676603305,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514680199084,14.0,6.5,39.2,56.0,5.9,2.4
HCP23B,1514683800104,38.0,6.6,37.2,57.8,8.8,4.5
HCP23B,1514687404975,26.0,6.2,40.2,60.2,4.8,5.7
HCP23B,1514690997535,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514694601368,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514698205552,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514701798870,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514705404838,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514708998328,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514712599692,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514716200256,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514719805757,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514723398772,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514727001172,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514730598803,14.0,6.9,36.9,52.2,7.0,16.0
HCP23B,1514734202960,14.0,7.0,39.6,52.5,6.1,13.4
HCP23B,1514737803889,14.0,7.4,42.0,49.5,4.0,11.8
HCP23B,1514741396278,38.0,7.8,41.4,51.2,4.0,7.5
HCP23B,1514744996206,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514748596787,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514752202521,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514755802413,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514759405245,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514762996021,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514766601766,14.0,8.3,61.0,41.6,4.6,10.4
HCP23B,1514770200523,14.0,8.7,58.5,44.7,4.0,10.2
HCP23B,1514773798963,38.0,8.5,60.0,41.9,4.0,8.5
HCP23B,1514777396558,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514781002952,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514784595999,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514788198303,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514791805137,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514795403738,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514798998543,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514802599736,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514806204122,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514809801377,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514813405006,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514817004672,14.0,8.2,50.8,40.2,4.6,9.9
HCP23B,1514820598496,38.0,8.5,51.6,38.6,4.0,8.9
HCP23B,1514824204844,14.0,8.8,49.9,34.8,6.2,7.3
HCP23B,1514827800903,14.0,9.3,47.3,34.3,10.6,6.9
HCP23B,1514831401683,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514834999956,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514838602693,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514842203343,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514845798712,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514849404000,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514852998781,14.0,9.8,35.4,34.3,4.0,13.2
HCP23B,1514856597686,14.0,9.6,32.9,36.6,4.0,9.0
HCP23B,1514860203007,26.0,9.6,37.8,31.6,4.0,5.9
HCP23B,1514863805736,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514867398115,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514870996342,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514874599633,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514878196844,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514881803085,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514885402195,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514889001042,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514892602051,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514896201421,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514899802825,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514903397810,14.0,8.9,50.6,33.7,4.0,5.3
HCP23B,1514906997681,14.0,8.6,48.9,33.4,4.0,9.5
HCP23B,1514910599486,14.0,8.9,51.4,38.0,4.0,5.4
HCP23B,1514914197280,38.0,9.0,48.1,38.9,8.8,2.5
HCP23B,1514917804151,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514921405202,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514925000660,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514928597227,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514932196325,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514935796956,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514939403006,14.0,9.2,45.8,43.4,10.0,0.2
HCP23B,1514943000835,14.0,9.3,50.2,42.9,8.7,0.2
HCP23B,1514946602870,38.0,9.5,49.2,45.8,13.6,4.3
HCP23B,1514950203264,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514953796070,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514957398160,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514960996081,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514964598408,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514968203503,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514971797089,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514975398806,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514978999802,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514982598822,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514986202063,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1514989805120,14.0,9.9,51.3,45.3,13.7,0.2
HCP23B,1514993400116,14.0,9.8,50.5,43.6,13.2,0.2
HCP23B,1514997002338,38.0,9.8,47.5,39.2,8.7,3.9
HCP23B,1515000600029,15.0,9.6,42.9,39.9,9.1,6.8
HCP23B,1515004204449,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515007798173,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515011404196,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515015005402,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515018605273,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515022198698,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515025799431,14.0,9.7,64.3,44.6,13.8,0.9
HCP23B,1515029404988,38.0,9.9,65.4,44.5,12.8,4.0
HCP23B,1515033003503,38.0,10.0,70.3,41.3,15.9,0.9
HCP23B,1515036605686,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515040201744,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515043801462,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515047399157,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515051004184,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515054605486,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515058200867,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515061802024,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515065399680,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515068999898,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515072597945,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515076200846,14.0,9.9,74.2,40.9,12.9,12.8
HCP23B,1515079799338,14.0,9.7,79.0,42.5,12.0,10.4
HCP23B,1515083403751,14.0,9.6,79.5,43.7,9.8,7.9
HCP23B,1515087003686,38.0,9.2,78.6,41.0,6.9,6.8
HCP23B,1515090599094,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515094202025,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515097796675,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515101399573,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515105002330,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515108601004,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515112204836,14.0,9.2,80.0,39.0,16.4,0.3
HCP23B,1515115802938,14.0,8.9,78.4,42.7,11.9,0.2
HCP23B,1515119398303,14.0,8.8,79.7,42.3,10.2,0.2
HCP23B,1515122998620,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515126603756,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515130200001,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515133803523,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515137402619,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515141005749,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515144597843,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515148205086,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515151805063,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515155401189,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515158996448,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515162600802,14.0,9.5,77.0,56.5,17.0,3.6
HCP23B,1515166205508,38.0,9.9,72.2,56.0,12.1,2.6
HCP23B,1515169796363,20.0,9.9,68.4,56.0,8.4,1.1
HCP23B,1515173396933,14.0,10.0,66.7,51.8,11.5,0.2
HCP23B,1515177000154,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515180599461,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515184205343,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515187801303,0.0,0.0,0.0,0.0,0.0,0.0
HCP23B,1515191398126,0.0,0.0,0.0,0.0,0.0,0.0
