id,time,vol,ph,solids,hardness,oil,bod
ULB54B,1514658601409,43721.0,9.0,28.0,79.0,5.0,0.0
ULB54B,1514662203999,43654.0,8.7,26.0,78.4,1.9,2.9
ULB54B,1514665795705,43621.0,8.4,22.0,81.1,2.0,0.2
ULB54B,1514669400790,43648.0,8.5,18.9,77.3,1.0,2.5
ULB54B,1514673003510,43745.0,8.8,19.9,72.6,1.0,5.1
ULB54B,1514676603238,43684.0,8.8,16.0,68.3,3.9,6.0
ULB54B,1514680201391,43678.0,8.3,14.0,71.3,6.2,9.1
ULB54B,1514683801618,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514687398569,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514691002067,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514694603001,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514698195492,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514701803948,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514705400376,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514708998178,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514712603814,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514716198874,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514719804998,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514723404888,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514727001717,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514730605010,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514734195796,43716.0,7.6,22.3,78.9,1.0,5.8
ULB54B,1514737803113,43669.0,7.3,24.6,76.8,1.0,3.9
ULB54B,1514741397982,43671.0,6.9,20.3,77.7,1.0,1.4
ULB54B,1514745003780,43711.0,7.2,23.3,74.5,1.0,0.2
ULB54B,1514748604135,43806.0,7.1,20.4,73.3,5.8,0.7
ULB54B,1514752196744,43795.0,7.1,19.2,69.2,1.8,1.8
ULB54B,1514755802433,43813.0,7.6,17.9,73.3,1.0,6.5
ULB54B,1514759400403,43754.0,7.7,21.6,71.4,1.0,9.3
ULB54B,1514762999736,43738.0,7.9,25.0,72.0,1.0,13.5
ULB54B,1514766595047,43799.0,7.8,26.1,69.1,1.0,9.3
ULB54B,1514770202431,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514773798867,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514777401587,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514780996093,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514784598140,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514788197770,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514791798644,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514795400063,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514799000287,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514802595761,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514806199450,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514809803703,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514813397167,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514817004289,0.0,0.0,0.0,0.0,0.0,0.0
ULB54B,1514820596950,43518.0,8.6,30.0,62.2,7.4,8.8
