id,time,vol
HCP3A,1514658600538,90.0
HCP3A,1514662204379,80.0
HCP3A,1514665802447,93.0
HCP3A,1514669404950,93.0
HCP3A,1514672996591,93.0
HCP3A,1514676598258,80.0
HCP3A,1514680198678,93.0
HCP3A,1514683799097,93.0
HCP3A,1514687405826,80.0
HCP3A,1514691005971,80.0
HCP3A,1514694601035,80.0
HCP3A,1514698202687,80.0
HCP3A,1514701803705,80.0
HCP3A,1514705402608,80.0
HCP3A,1514708996079,80.0
HCP3A,1514712605093,93.0
HCP3A,1514716200565,93.0
HCP3A,1514719796162,93.0
HCP3A,1514723401874,93.0
HCP3A,1514727002395,84.0
HCP3A,1514730599224,93.0
HCP3A,1514734196945,80.0
HCP3A,1514737805545,93.0
HCP3A,1514741399444,80.0
HCP3A,1514745000390,93.0
HCP3A,1514748601031,93.0
HCP3A,1514752197720,93.0
HCP3A,1514755800979,80.0
HCP3A,1514759398166,93.0
HCP3A,1514762996146,93.0
HCP3A,1514766603942,80.0
HCP3A,1514770201741,93.0
HCP3A,1514773805121,80.0
HCP3A,1514777405569,93.0
HCP3A,1514781002990,80.0
HCP3A,1514784604043,93.0
HCP3A,1514788198479,80.0
HCP3A,1514791796019,93.0
HCP3A,1514795401705,93.0
HCP3A,1514799004998,80.0
HCP3A,1514802602398,93.0
HCP3A,1514806203293,93.0
HCP3A,1514809805094,93.0
HCP3A,1514813396875,93.0
HCP3A,1514817005580,80.0
HCP3A,1514820599507,93.0
HCP3A,1514824201621,93.0
HCP3A,1514827803958,80.0
HCP3A,1514831403034,80.0
HCP3A,1514835005531,80.0
HCP3A,1514838601493,80.0
HCP3A,1514842196505,93.0
HCP3A,1514845800953,93.0
HCP3A,1514849399295,93.0
HCP3A,1514853001851,93.0
HCP3A,1514856601620,93.0
HCP3A,1514860199790,93.0
HCP3A,1514863799929,80.0
HCP3A,1514867402827,80.0
HCP3A,1514871003339,80.0
HCP3A,1514874600671,85.0
HCP3A,1514878198886,80.0
HCP3A,1514881797758,80.0
HCP3A,1514885402773,80.0
HCP3A,1514889002020,80.0
HCP3A,1514892602502,93.0
HCP3A,1514896199708,93.0
HCP3A,1514899796729,93.0
HCP3A,1514903400409,80.0
HCP3A,1514907001208,93.0
HCP3A,1514910602337,80.0
HCP3A,1514914202352,93.0
HCP3A,1514917799800,93.0
HCP3A,1514921396239,93.0
HCP3A,1514925000858,83.0
HCP3A,1514928604904,93.0
HCP3A,1514932196402,93.0
HCP3A,1514935805809,80.0
HCP3A,1514939405030,80.0
HCP3A,1514943001917,80.0
HCP3A,1514946600837,93.0
HCP3A,1514950200772,80.0
HCP3A,1514953796215,80.0
HCP3A,1514957400751,93.0
HCP3A,1514961005316,93.0
HCP3A,1514964597441,80.0
HCP3A,1514968201632,93.0
HCP3A,1514971802816,93.0
HCP3A,1514975405747,93.0
HCP3A,1514978997811,93.0
HCP3A,1514982605863,93.0
HCP3A,1514986199461,93.0
HCP3A,1514989802569,80.0
HCP3A,1514993396054,80.0
HCP3A,1514997000530,80.0
HCP3A,1515000604962,93.0
HCP3A,1515004199406,93.0
HCP3A,1515007804218,93.0
HCP3A,1515011396299,80.0
HCP3A,1515015002159,80.0
HCP3A,1515018602941,80.0
HCP3A,1515022196607,88.0
HCP3A,1515025796973,80.0
HCP3A,1515029401704,80.0
HCP3A,1515033004129,93.0
HCP3A,1515036597368,93.0
