id,time,vol
HCP113A,1514658600948,477.0
HCP113A,1514662202736,529.0
HCP113A,1514665805248,517.0
HCP113A,1514669404082,529.0
HCP113A,1514672997281,529.0
HCP113A,1514676596627,526.0
HCP113A,1514680204560,529.0
HCP113A,1514683797184,529.0
HCP113A,1514687405321,529.0
HCP113A,1514690996878,529.0
HCP113A,1514694599179,529.0
HCP113A,1514698203593,457.0
HCP113A,1514701799543,529.0
HCP113A,1514705405518,529.0
HCP113A,1514708998980,529.0
HCP113A,1514712598260,478.0
HCP113A,1514716200926,457.0
HCP113A,1514719798135,457.0
HCP113A,1514723402942,457.0
HCP113A,1514726997630,521.0
HCP113A,1514730602595,529.0
HCP113A,1514734197211,513.0
HCP113A,1514737801967,457.0
HCP113A,1514741403026,457.0
HCP113A,1514744998110,509.0
HCP113A,1514748601073,480.0
HCP113A,1514752205889,491.0
HCP113A,1514755799023,529.0
HCP113A,1514759401592,529.0
HCP113A,1514763003857,457.0
HCP113A,1514766603085,457.0
HCP113A,1514770205495,457.0
HCP113A,1514773804764,457.0
HCP113A,1514777401124,492.0
HCP113A,1514781005775,457.0
HCP113A,1514784603996,528.0
HCP113A,1514788200104,529.0
HCP113A,1514791799911,529.0
HCP113A,1514795397127,463.0
HCP113A,1514799002130,529.0
HCP113A,1514802601178,529.0
HCP113A,1514806199142,529.0
HCP113A,1514809797204,457.0
HCP113A,1514813402034,457.0
HCP113A,1514817000725,457.0
HCP113A,1514820598771,529.0
HCP113A,1514824199704,529.0
HCP113A,1514827805186,529.0
HCP113A,1514831405291,457.0
HCP113A,1514835000142,457.0
HCP113A,1514838598584,457.0
HCP113A,1514842203391,457.0
HCP113A,1514845798850,457.0
HCP113A,1514849396827,457.0
HCP113A,1514853000539,457.0
HCP113A,1514856600342,457.0
HCP113A,1514860196961,529.0
HCP113A,1514863800273,457.0
HCP113A,1514867397192,457.0
HCP113A,1514870997156,457.0
HCP113A,1514874601266,457.0
HCP113A,1514878200102,471.0
HCP113A,1514881803594,501.0
HCP113A,1514885405114,529.0
HCP113A,1514888996047,529.0
HCP113A,1514892602934,529.0
HCP113A,1514896201357,470.0
HCP113A,1514899801565,458.0
HCP113A,1514903405767,525.0
HCP113A,1514907000139,529.0
HCP113A,1514910600928,457.0
HCP113A,1514914198992,469.0
HCP113A,1514917798279,518.0
HCP113A,1514921402228,529.0
HCP113A,1514925005106,529.0
HCP113A,1514928602410,529.0
HCP113A,1514932197027,529.0
HCP113A,1514935804512,529.0
HCP113A,1514939401478,529.0
HCP113A,1514942998179,482.0
HCP113A,1514946600940,520.0
HCP113A,1514950201202,457.0
HCP113A,1514953799761,457.0
HCP113A,1514957402088,478.0
HCP113A,1514961002425,457.0
HCP113A,1514964597740,457.0
HCP113A,1514968199465,457.0
HCP113A,1514971798548,457.0
HCP113A,1514975397121,519.0
HCP113A,1514979004085,529.0
HCP113A,1514982601141,457.0
HCP113A,1514986197655,529.0
HCP113A,1514989803804,457.0
HCP113A,1514993397781,457.0
HCP113A,1514997001089,457.0
HCP113A,1515000600689,457.0
HCP113A,1515004203895,457.0
HCP113A,1515007798709,457.0
HCP113A,1515011403545,457.0
HCP113A,1515014998053,462.0
HCP113A,1515018597038,529.0
HCP113A,1515022201377,529.0
HCP113A,1515025803483,522.0
HCP113A,1515029405176,477.0
HCP113A,1515032997969,457.0
HCP113A,1515036598759,463.0
HCP113A,1515040204503,457.0
HCP113A,1515043803137,529.0
HCP113A,1515047397345,457.0
HCP113A,1515051000535,457.0
HCP113A,1515054605071,523.0
HCP113A,1515058199064,488.0
HCP113A,1515061802194,457.0
HCP113A,1515065399027,458.0
HCP113A,1515068996952,485.0
HCP113A,1515072599336,457.0
HCP113A,1515076198376,505.0
HCP113A,1515079802654,529.0
HCP113A,1515083397977,529.0
HCP113A,1515086999327,507.0
HCP113A,1515090596556,529.0
HCP113A,1515094199727,528.0
HCP113A,1515097800057,529.0
HCP113A,1515101403690,498.0
HCP113A,1515104998614,457.0
HCP113A,1515108600988,529.0
HCP113A,1515112205347,488.0
HCP113A,1515115800299,529.0
HCP113A,1515119397922,518.0
HCP113A,1515123000401,457.0
HCP113A,1515126602547,473.0
HCP113A,1515130203733,529.0
HCP113A,1515133805885,529.0
HCP113A,1515137399784,492.0
HCP113A,1515141004712,457.0
HCP113A,1515144605484,529.0
HCP113A,1515148197622,529.0
HCP113A,1515151798479,529.0
HCP113A,1515155396353,499.0
HCP113A,1515159004087,529.0
HCP113A,1515162602511,525.0
HCP113A,1515166201911,529.0
HCP113A,1515169800722,463.0
HCP113A,1515173405439,529.0
HCP113A,1515177000267,457.0
HCP113A,1515180605777,529.0
HCP113A,1515184196109,529.0
HCP113A,1515187801903,529.0
HCP113A,1515191399952,529.0
HCP113A,1515194996657,479.0
HCP113A,1515198600875,529.0
HCP113A,1515202203812,529.0
HCP113A,1515205800932,529.0
HCP113A,1515209400765,529.0
HCP113A,1515212998579,522.0
HCP113A,1515216601804,529.0
HCP113A,1515220197665,529.0
HCP113A,1515223804749,529.0
HCP113A,1515227403871,529.0
HCP113A,1515230997752,529.0
HCP113A,1515234603346,529.0
HCP113A,1515238202538,529.0
HCP113A,1515241804939,529.0
HCP113A,1515245397131,526.0
HCP113A,1515249003780,529.0
HCP113A,1515252605504,529.0
HCP113A,1515256200871,477.0
HCP113A,1515259804843,457.0
HCP113A,1515263400760,457.0
HCP113A,1515267005325,457.0
HCP113A,1515270601938,457.0
HCP113A,1515274200924,529.0
HCP113A,1515277796974,529.0
HCP113A,1515281405136,497.0
HCP113A,1515285002510,494.0
HCP113A,1515288597434,468.0
HCP113A,1515292204761,516.0
HCP113A,1515295801165,529.0
HCP113A,1515299405473,520.0
HCP113A,1515302996061,465.0
HCP113A,1515306597183,529.0
HCP113A,1515310197270,514.0
HCP113A,1515313805903,523.0
HCP113A,1515317401604,457.0
HCP113A,1515321001879,481.0
HCP113A,1515324603297,457.0
HCP113A,1515328199155,529.0
HCP113A,1515331804413,529.0
HCP113A,1515335404507,529.0
HCP113A,1515338996502,457.0
HCP113A,1515342599957,457.0
HCP113A,1515346198440,457.0
HCP113A,1515349801574,457.0
HCP113A,1515353403488,457.0
HCP113A,1515357004178,457.0
HCP113A,1515360603433,526.0
HCP113A,1515364202100,529.0
HCP113A,1515367796409,529.0
HCP113A,1515371396568,483.0
HCP113A,1515375000068,457.0
HCP113A,1515378605366,457.0
HCP113A,1515382204591,457.0
HCP113A,1515385802857,457.0
HCP113A,1515389403873,457.0
HCP113A,1515393004220,511.0
HCP113A,1515396602371,529.0
HCP113A,1515400198101,457.0
HCP113A,1515403799015,457.0
HCP113A,1515407397003,505.0
HCP113A,1515411003638,524.0
HCP113A,1515414597890,494.0
HCP113A,1515418196851,457.0
HCP113A,1515421803559,529.0
HCP113A,1515425402699,519.0
