id,time,vol,ph,solids,hardness,oil,bod
ULB102B,1514658596408,3245.0,5.0,6.0,9.0,8.0,9.0
ULB102B,1514662203162,3345.0,5.8,11.0,4.9,7.2,8.5
ULB102B,1514665798561,3444.0,5.8,9.4,6.0,6.0,10.2
ULB102B,1514669397478,3419.0,6.3,7.1,4.3,6.0,8.6
ULB102B,1514672999766,3381.0,6.5,5.4,2.0,6.0,7.0
ULB102B,1514676601364,3476.0,6.2,8.7,4.6,9.4,7.0
ULB102B,1514680202230,3406.0,6.3,4.6,3.6,6.0,7.0
ULB102B,1514683798751,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514687404676,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514691002198,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514694601829,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514698203450,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514701804388,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514705401159,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514709000050,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514712600187,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514716199626,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514719795731,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514723400562,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514727003381,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514730598253,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514734202023,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514737797021,3144.0,6.2,4.0,2.0,11.6,18.9
ULB102B,1514741399358,3235.0,6.4,4.0,5.5,7.1,19.9
ULB102B,1514745002293,3233.0,6.4,4.0,6.2,10.4,16.5
ULB102B,1514748596002,3250.0,6.5,4.0,10.0,14.3,21.4
ULB102B,1514752203772,3285.0,6.0,4.0,12.9,13.3,18.8
ULB102B,1514755797981,3231.0,5.8,4.0,16.6,11.0,20.5
ULB102B,1514759399917,3170.0,5.8,4.0,21.2,10.0,19.7
ULB102B,1514762996979,3250.0,5.8,6.6,17.3,6.6,19.6
ULB102B,1514766597866,3150.0,6.2,11.3,20.8,10.8,21.4
ULB102B,1514770202684,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514773801168,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514777402095,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514780997828,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514784595480,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514788200589,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514791799929,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514795398187,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514799003950,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514802600868,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514806201801,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514809799519,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514813400013,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514817003208,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514820601368,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514824201587,2996.0,6.0,4.0,17.6,9.5,17.0
ULB102B,1514827799593,3081.0,5.8,5.5,18.1,13.0,20.8
ULB102B,1514831402109,3181.0,5.8,9.7,18.0,11.0,20.2
ULB102B,1514834995455,3156.0,5.8,5.5,20.8,7.7,17.8
ULB102B,1514838596589,3148.0,5.9,4.6,19.3,8.8,21.4
ULB102B,1514842199939,3143.0,5.8,5.0,19.4,10.5,19.6
ULB102B,1514845796313,3154.0,6.0,4.7,19.3,14.0,20.4
ULB102B,1514849398141,3189.0,5.8,8.7,17.3,14.7,21.6
ULB102B,1514853004724,3249.0,6.3,4.8,19.5,18.0,22.0
ULB102B,1514856598547,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514860197541,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514863800096,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514867396482,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514871000208,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514874599002,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514878204697,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514881800369,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514885399844,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514889001126,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514892601178,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514896197712,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514899798523,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514903403190,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514907001209,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514910602701,3238.0,7.1,11.8,33.2,18.0,7.0
ULB102B,1514914203042,3268.0,7.5,12.6,32.5,18.0,7.0
ULB102B,1514917796795,3268.0,7.0,16.1,28.7,14.1,7.0
ULB102B,1514921398347,3308.0,7.3,20.5,31.3,11.8,8.9
ULB102B,1514924995465,3257.0,7.1,18.4,35.7,8.2,7.0
ULB102B,1514928603801,3335.0,6.7,16.9,37.3,7.0,11.4
ULB102B,1514932203031,3326.0,7.0,14.6,40.1,6.9,10.2
ULB102B,1514935800683,3335.0,7.3,10.8,40.2,6.8,15.2
ULB102B,1514939402137,3262.0,7.0,9.0,38.7,10.5,20.1
ULB102B,1514942998419,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514946604798,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514950199058,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514953800528,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514957403235,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514960997656,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514964599551,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514968204824,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514971797470,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514975404395,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514979000942,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514982603064,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514986200029,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514989799986,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514993402706,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1514997003197,3476.0,6.4,4.0,36.7,18.0,22.0
ULB102B,1515000604217,3491.0,6.9,4.0,33.4,18.0,22.0
ULB102B,1515004204874,3567.0,7.0,6.4,32.5,18.0,17.4
ULB102B,1515007797581,3478.0,7.5,4.0,30.8,17.5,18.8
ULB102B,1515011396627,3509.0,7.6,4.0,35.1,15.7,20.7
ULB102B,1515014995231,3488.0,8.1,8.3,31.9,12.2,21.2
ULB102B,1515018596641,3558.0,7.6,7.3,32.5,12.2,19.4
ULB102B,1515022199587,3582.0,7.7,11.0,31.8,13.1,19.8
ULB102B,1515025801850,3489.0,7.7,10.2,32.2,17.2,22.0
ULB102B,1515029401595,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515032996200,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515036598669,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515040196835,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515043797807,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515047402832,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515050998545,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515054597778,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515058204171,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515061804158,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515065395629,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515069000844,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515072603475,0.0,0.0,0.0,0.0,0.0,0.0
ULB102B,1515076200712,0.0,0.0,0.0,0.0,0.0,0.0
